style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
ZP980,Orange/Navy,72;77;87;92;97;102;107;112;117;122;127;132;82,hi vis taped;pants;bio motion;male;industrial;pants and shorts;industrial-workwear;work-pants-and-shorts,Mens Bio Motion Hi Vis Taped Pant,"{'sizes': '72 - 132', 'fabric': '100% Cotton Drill - 240 gsm', 'features': ['Hi Vis fabric lower for increased visibility in day conditions', 'Bio Motion tape configuration to improve recognition of human shape at distance', 'Side loop holder for traffic control wand', 'Large cargo pocket', 'Mobile phone pocket', 'Two side hip pockets', 'Two back hip pocket', 'Two pen partitions']}","Sizes: 72 - 132; Fabric: 100% Cotton Drill - 240 gsm; Features: Hi Vis fabric lower for increased visibility in day conditions,Bio Motion tape configuration to improve recognition of human shape at distance,Side loop holder for traffic control wand,Large cargo pocket,Mobile phone pocket,Two side hip pockets,Two back hip pocket,Two pen partitions; ",ZP980_Talent_Orange_Navy_01.jpg,ZP980_Talent_Orange_Navy_01.jpg;ZP980_Talent_Orange_Navy_02.jpg;ZP980_Talent_Orange_Navy_03.jpg;ZP980_Product_Orange_Navy_01_05ywSmB.jpg;ZP980_Product_Orange_Navy_02_TXL1ISW.jpg,normal
ZS105,Navy;Black,XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,shorts;male;non hi vis;industrial-workwear;work-pants-and-shorts;industrial;mix and match;pants and shorts,Mens Rugby Short,"{'sizes': 'XS - 5XL, 7XL', 'fabric': '100% Cotton Twill - 240 gsm', 'features': ['240 gsm Lightweight cotton twill fabric to keep you cool', 'Elastic waist with internal drawstring for comfort on site', 'Short length perfect for summer', 'Two side waist pockets', 'One back hip pocket']}","Sizes: XS - 5XL, 7XL; Fabric: 100% Cotton Twill - 240 gsm; Features: 240 gsm Lightweight cotton twill fabric to keep you cool,Elastic waist with internal drawstring for comfort on site,Short length perfect for summer,Two side waist pockets,One back hip pocket; ",ZS105_aTalent_Navy_01_kdnisFJ.jpg,ZS105_aTalent_Navy_01_kdnisFJ.jpg;ZS105_bProduct_Navy_01_QPTEy7Z.jpg;ZS105_bProduct_Navy_02_dW86ImJ.jpg;ZS105_aTalent_Black_01_8YTOOBT.jpg;ZS105_aTalent_Black_02_CXtouLx.jpg;ZS105_bProduct_Black_02_MecPRfs.jpg;ZS105_bProduct_Black_01_e5dIEFF.jpg,normal
ZS146,Black;Charcoal;Khaki;Navy,72;77;87;92;97;102;107;112;117;122;127;132;82,all;shorts;cargo;male;industrial-workwear;work-pants-and-shorts;industrial;mix and match;pants and shorts;separates,Mens Summer Cargo Short,"{'sizes': '72R - 132R', 'fabric': '100% Cotton - 200 gsm', 'features': ['Lightweight soft fabric provides cool comfort at work', 'Modern fit and styling', 'Triple stitched crotch panel', 'One large cargo pocket with box pleat for added storage', 'One mobile phone pocket with flap closure and contrast', 'One ruler pocket and pen partition', 'Two back hip pockets with stitch pattern design', 'Two side waist pockets with wide openings', 'Contrast inside waistband']}","Sizes: 72R - 132R; Fabric: 100% Cotton - 200 gsm; Features: Lightweight soft fabric provides cool comfort at work,Modern fit and styling,Triple stitched crotch panel,One large cargo pocket with box pleat for added storage,One mobile phone pocket with flap closure and contrast,One ruler pocket and pen partition,Two back hip pockets with stitch pattern design,Two side waist pockets with wide openings,Contrast inside waistband; ",ZS146_bProduct_Black_02_XONrBDs.jpg,ZS146_bProduct_Black_02_XONrBDs.jpg;ZS146_bProduct_Black_01_RdmnOVC.jpg;ZS146_bProduct_Charcoal_02_Og40bAB.jpg;ZS146_bProduct_Charcoal_01_gqEXmw3.jpg;ZS146_aTalent_Khaki_02_3OFsY1Q.jpg;ZS146_aTalent_Khaki_01_LJWlfv1.jpg;ZS146_bProduct_Khaki_01_PoEib7B.jpg;ZS146_bProduct_Khaki_02_jgDpop8.jpg;ZS146_bProduct_Navy_01_AJ7KDEr.jpg;ZS146_bProduct_Navy_02_rYhJeEb.jpg,normal
ZS180,Charcoal;Black;Khaki;Navy,72;77;82;87;92;97;102;107;112;117;122;127;132,all;shorts;mens;male;light weight;outdoor;industrial-workwear;work-pants-and-shorts;industrial;separates;mix and match;pants and shorts,Mens Lightweight Outdoor Short,"{'sizes': '72R - 132R', 'fabric': '90% Nylon 10% Spandex - 150 gsm', 'features': ['Super lightweight fabric for comfort in the hottest conditions', 'Stretch fabric for increased freedom of movement and comfort', 'Functional pockets with discrete styling for a professional look', 'One sunglasses zip pocket with microfibre cloth lining, perfect for cleaning your sunglasses', 'One large jet pocket with closure', 'Two jet pockets at back hip', 'Two side waist pockets with wide openings', 'Modern fit']}","Sizes: 72R - 132R; Fabric: 90% Nylon 10% Spandex - 150 gsm; Features: Super lightweight fabric for comfort in the hottest conditions,Stretch fabric for increased freedom of movement and comfort,Functional pockets with discrete styling for a professional look,One sunglasses zip pocket with microfibre cloth lining, perfect for cleaning your sunglasses,One large jet pocket with closure,Two jet pockets at back hip,Two side waist pockets with wide openings,Modern fit; ",ZS180_bProduct_Charcoal_01_oD3c2lK.jpg,ZS180_bProduct_Charcoal_01_oD3c2lK.jpg;ZS180_bProduct_Charcoal_02_v9mZfxM.jpg;ZS180_bProduct_Black_01_VTwCKl2.jpg;ZS180_bProduct_Black_02_BZuE2hD.jpg;ZS180_bProduct_Khaki_01_gsNCHOI.jpg;ZS180_bProduct_Khaki_02_2fS5Q7E.jpg;ZS180_aTalent_Navy_02_uPL41GH.jpg;ZS180_aTalent_Navy_03_SDyCHCs.jpg;ZS180_aTalent_Navy_04_LcBNI9t.jpg;ZS180_aTalent_Navy_01_bk7aY0F.jpg;ZS180_aTalent_Navy_05_RUXNOWR.jpg;ZS180_bProduct_Navy_01_WitZcyZ.jpg;ZS180_bProduct_Navy_02_YjpUMei.jpg,normal
ZS235,Navy;Black;Khaki,102;107;112;117;127;132;72;77;82;87;92;97;122,industrial;pants and shorts;shorts;separates,Mens Essential Stretch Cargo Short,"{'sizes': '72 - 132', 'fabric': '98% Cotton, 2% Elastane, 280 GSM', 'features': ['Stretch cotton fabric provides increased freedom of movement and comfort', ' Internal stretch waist band for added comfort', 'New slim fit with a length that sits above the knee', 'Triple stitched seams for increased durability at key stress points', 'Large angled cargo pocket on the leg provides comfortable storage', 'Mobile phone pocket with flap closure', 'Ruler pocket and pen partition', '2 Back hip pockets', '2 Side waist pockets with wide openings']}","Sizes: 72 - 132; Fabric: 98% Cotton, 2% Elastane, 280 GSM; Features: Stretch cotton fabric provides increased freedom of movement and comfort, Internal stretch waist band for added comfort,New slim fit with a length that sits above the knee,Triple stitched seams for increased durability at key stress points,Large angled cargo pocket on the leg provides comfortable storage,Mobile phone pocket with flap closure,Ruler pocket and pen partition,2 Back hip pockets,2 Side waist pockets with wide openings; ",ZS235_Product_Navy_01.jpg,ZS235_Product_Navy_01.jpg;ZS235_Product_Navy_02.jpg;ZS235_Talent_Navy_01.jpg;ZS235_Talent_Navy_02.jpg;ZS235_Talent_Navy_03.jpg;ZS235_Talent_Navy_05.jpg;ZS235_Talent_Black_01.jpg;ZS235_Talent_Black_02.jpg;ZS235_Talent_Black_03.jpg;ZS235_Product_Black_01.jpg;ZS235_Product_Black_02.jpg;ZS235_Talent_Stone_01_qXaGokW.jpg;ZS235_Talent_Stone_02.jpg;ZS235_Talent_Stone_03.jpg;ZS235_Talent_Stone_04.jpg;ZS235_Product_Stone_01.jpg;ZS235_Product_Stone_02.jpg,normal
ZS240,Grey Marle;Khaki;Black;Navy Marle;Navy,XXS;XS;S;M;L;XL;2XL;3XL;4XL;5XL;7XL,streetworx;shorts;male;activewear;industrial;mix and match;pants and shorts;industrial-workwear;work-pants-and-shorts,Mens Streetworx Board Short,"{'sizes': 'XXS - 5XL, 7XL', 'fabric': '90% Polyester 10% Elastane - 140 gsm', 'features': ['Lightweight material for comfort while working', 'Super quick dry fabric is perfect for a quick surf before or after work', 'The 360 degree stretch fabric allows maximum freedom at work and in the surf', 'Mobile phone pocket with drainage holes', 'Cargo pocket with drainage holes', 'Two back and side hip pockets with drainage holes', 'Reinforced in key stress points', 'Contrast drawstring waist can be hidden while at work for professional look', 'Reflective streetworx branding']}","Sizes: XXS - 5XL, 7XL; Fabric: 90% Polyester 10% Elastane - 140 gsm; Features: Lightweight material for comfort while working,Super quick dry fabric is perfect for a quick surf before or after work,The 360 degree stretch fabric allows maximum freedom at work and in the surf,Mobile phone pocket with drainage holes,Cargo pocket with drainage holes,Two back and side hip pockets with drainage holes,Reinforced in key stress points,Contrast drawstring waist can be hidden while at work for professional look,Reflective streetworx branding; ",ZS240_aTalent_GreyMarle_01_yiijwxX.jpg,ZS240_aTalent_GreyMarle_01_yiijwxX.jpg;ZS240_aTalent_GreyMarle_02_Gr0pq0K.jpg;ZS240_aTalent_GreyMarle_03_J0ADmsL.jpg;ZS240_aTalent_GreyMarle_04_rRSMiW0.jpg;ZS240_bProduct_GreyMarle_01_JyXie9C.jpg;ZS240_bProduct_GreyMarle_02_7j9ZMCL.jpg;ZS240_bProduct_GreyMarle_03_2YHq2ad.jpg;ZS240_bProduct_GreyMarle_04_O73qxDi.jpg;ZS240_bProduct_Khaki_02_c9XlDqN.jpg;ZS240_aTalent_Khaki_01_QvohZPa.jpg;ZS240_aTalent_Khaki_02_er8r0Qw.jpg;ZS240_bProduct_Khaki_03_fWPZe4V.jpg;ZS240_bProduct_Khaki_01_WeOLRZ6.jpg;ZS240_aTalent_Black_01_9mAEIqn.jpg;ZS240_bProduct_Black_01_Qf3Cvmp.jpg;ZS240_bProduct_Black_02_xzqwGyy.jpg;ZS240_bProduct_Black_03_JKD1FNd.jpg;ZS240_bProduct_Navy_Marle_02_TOMXNcQ.jpg;ZS240_bProduct_Navy_Marle_03_zcXGQ9R.jpg;ZS240_bProduct_Navy_Marle_01_pKwycF3.jpg;ZS240_bProduct_Navy_Marle_04_8Z3r6fm.jpg;ZS240_aTalent_Navy_01_qDxPfmg.jpg;ZS240_bProduct_Navy_01_KpDFMMZ.jpg;ZS240_bProduct_Navy_02_yLvTj8r.jpg;ZS240_bProduct_Navy_03_jURMCmD.jpg,normal
ZS340,Navy;Khaki;Charcoal;Black,72;77;82;92;97;102;107;112;117;122;127;87,all;streetworx;shorts;modern fit;male;industrial;separates;mix and match;pants and shorts,Mens Streetworx Stretch Short,"{'sizes': '72 - 127', 'fabric': ['Fabric - 97% Cotton 3% Spandex - 260 gsm', 'Panel - 94% Polyester 6% Spandex'], 'features': ['Contrast 4 way stretch panel in crotch provides stretch in every direction to increase movement and durability', 'Soft stretch cotton provides increased freedom of movement and comfort', 'Lightweight fabric to keep you cool', 'Unique stretch pleating across the back hem and front pockets for added stretch', 'Modern slim fit', '2 Large pockets with black bonded zips and Syzmik rubber zipper heads', '1 Ruler pocket/multi tool pocket', '2 Back hip pockets with stud closures', '2 Side waist pockets', 'Button with strong fabric attachment method', 'Reflective print on waistband']}","Sizes: 72 - 127; Fabric: Fabric - 97% Cotton 3% Spandex - 260 gsm,Panel - 94% Polyester 6% Spandex; Features: Contrast 4 way stretch panel in crotch provides stretch in every direction to increase movement and durability,Soft stretch cotton provides increased freedom of movement and comfort,Lightweight fabric to keep you cool,Unique stretch pleating across the back hem and front pockets for added stretch,Modern slim fit,2 Large pockets with black bonded zips and Syzmik rubber zipper heads,1 Ruler pocket/multi tool pocket,2 Back hip pockets with stud closures,2 Side waist pockets,Button with strong fabric attachment method,Reflective print on waistband; ",ZS340_aTalent_Navy_01_XmTcujA.jpg,ZS340_aTalent_Navy_01_XmTcujA.jpg;ZS340_aTalent_Navy_02_5L9IJBp.jpg;ZS340_bProduct_Navy_02_4SUG5II.jpg;ZS340_bProduct_Navy_01_NDKVhFV.jpg;ZS340_aTalent_Khaki_01_HZ89o7J.jpg;ZS340_bProduct_Khaki_01_QvJQsnG.jpg;ZS340_bProduct_Khaki_02_9o5sosa.jpg;ZS340_bProduct_Charcoal_01_DSYfDQX.jpg;ZS340_bProduct_Charcoal_02_iU0a2Wf.jpg;ZS340_bProduct_Black_01_oWC9OLw.jpg;ZS340_bProduct_Black_02_y8EEvq0.jpg,normal
ZS360,Navy;Black;Khaki,72;77;82;87;92;97;102;107;112;117;122;127;132,shorts;streetworx;male;industrial-workwear;work-pants-and-shorts;collections;industrial;mix and match;pants and shorts;separates,Mens Streetworx Curved Cargo Short,"{'sizes': '72 - 132', 'fabric': '98% Cotton 2% Spandex - 260 gsm', 'features': ['Soft stretch cotton fabric provides increased freedom of movement and comfort', 'Modern straight fit', 'Curved leg panels to give 3D shape', 'Lightweight fabric to keep you cool', '2 Large cargo pockets with large flap closures', '1 Mobile phone pocket', '2 Multi-tool pockets', '1 Ruler pocket', '2 Back hip pockets with flap closure', '2 Side waist pockets with wide openings', '2 Pen partitions', 'Large centre back belt loop']}","Sizes: 72 - 132; Fabric: 98% Cotton 2% Spandex - 260 gsm; Features: Soft stretch cotton fabric provides increased freedom of movement and comfort,Modern straight fit,Curved leg panels to give 3D shape,Lightweight fabric to keep you cool,2 Large cargo pockets with large flap closures,1 Mobile phone pocket,2 Multi-tool pockets,1 Ruler pocket,2 Back hip pockets with flap closure,2 Side waist pockets with wide openings,2 Pen partitions,Large centre back belt loop; ",ZS360_bProduct_Navy_01_qBokhpZ.jpg,ZS360_bProduct_Navy_01_qBokhpZ.jpg;ZS360_bProduct_Navy_02_7OBHpIO.jpg;ZS360_bProduct_Black_01_SKVicRe.jpg;ZS360_bProduct_Black_02_TSmJaKb.jpg;ZS360_aTalent_Khaki_01_CmKg8dC.jpg;ZS360_aTalent_Khaki_02_RBfKyt4.jpg;ZS360_bProduct_Khaki_02_gxQGGMg.jpg;ZS360_bProduct_Khaki_01_jQpT3Ql.jpg,normal
ZS445,Navy;Black,72;97;102;107;112;117;122;127;132;82;87;77;92,all;shorts;streetworx;male;industrial;separates;mix and match;pants and shorts,Mens Streetworx Comfort Short,"{'sizes': '72R - 132R', 'fabric': '67% Cotton 31% Polyester 2% Spandex - 280 gsm', 'features': ['Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite', 'Stretch fabric and waistband for comfort and freedom of movement at work', 'Diamond shaped crotch panel for increased durability', 'One large cargo pocket', 'One mobile phone pocket with flap closure', 'One ruler pocket and pen partition', 'Two back hip pockets', 'Two side waist pockets with wide openings', 'Modern fit']}","Sizes: 72R - 132R; Fabric: 67% Cotton 31% Polyester 2% Spandex - 280 gsm; Features: Hidden French terry lining gives the comfort of your favourite track pant with the durability needed for the worksite,Stretch fabric and waistband for comfort and freedom of movement at work,Diamond shaped crotch panel for increased durability,One large cargo pocket,One mobile phone pocket with flap closure,One ruler pocket and pen partition,Two back hip pockets,Two side waist pockets with wide openings,Modern fit; ",ZS445_bProduct_Navy_01_9NkGXXt.jpg,ZS445_bProduct_Navy_01_9NkGXXt.jpg;ZS445_bProduct_Navy_02_GbBRuUK.jpg;ZS445_bProduct_Navy_03_u1JbAYz.jpg;ZS445_aTalent_Black_01_APYKFn8.jpg;ZS445_aTalent_Black_02_liYbUCL.jpg;ZS445_aTalent_Black_03_yHnfGks.jpg;ZS445_aTalent_Black_04_38GeEtf.jpg;ZS445_bProduct_Black_01_N6uyute.jpg;ZS445_bProduct_Black_02_sJHL5Se.jpg;ZS445_bProduct_Black_03_fRQTSQ7.jpg,normal
ZS502,Navy,72;77;82;87;92;97;102;112;117;122;127;132;107,basic;all;shorts;syzmik essentials;male;industrial;mix and match;pants and shorts;shorts;industrial-workwear;work-pants-and-shorts,Mens Basic Cargo Short,"{'sizes': '72 - 132', 'fabric': '100% Cotton Drill - 310 gsm', 'features': ['8 Pockets so everything has a place', 'Two back hip pockets with flaps and quick close tape', 'Two extra-large cargo pockets', 'Two side hip pockets', 'Two discrete welt pockets', 'Adjustable side tab on waistband', 'Reinforced at all key stress points']}","Sizes: 72 - 132; Fabric: 100% Cotton Drill - 310 gsm; Features: 8 Pockets so everything has a place,Two back hip pockets with flaps and quick close tape,Two extra-large cargo pockets,Two side hip pockets,Two discrete welt pockets,Adjustable side tab on waistband,Reinforced at all key stress points; ",ZS502_aTalent_Navy_01_C677RDb.jpg,ZS502_aTalent_Navy_01_C677RDb.jpg;ZS502_bProduct_Navy_02_Nr0iC0a.jpg;ZS502_bProduct_Navy_01_wdd0gUG.jpg,normal
ZS505,Navy;Charcoal;Khaki;Black,72;77;82;87;92;97;102;117;122;127;107;132;112,all;rugged cooling;shorts;male;industrial;pants shorts;syzmik essentials;mix and match;pants and shorts,Mens Rugged Cooling Vented Short,"{'sizes': '72 - 132', 'fabric': '100% Square Weave Cotton Ripstop - 240 gsm', 'features': ['Back waist venting to maximise airflow and keep you cool', 'Mechanical stretch to give you more freedom of movement', '6 Multi-functional pockets so you have a place for everything', 'Mobile phone and ruler pocket', 'Reinforced at all key stress points with bar tacks', 'Plastic “D” hoop for ID or key ring', 'Modern fit']}","Sizes: 72 - 132; Fabric: 100% Square Weave Cotton Ripstop - 240 gsm; Features: Back waist venting to maximise airflow and keep you cool,Mechanical stretch to give you more freedom of movement,6 Multi-functional pockets so you have a place for everything,Mobile phone and ruler pocket,Reinforced at all key stress points with bar tacks,Plastic D hoop for ID or key ring,Modern fit; ",ZS505_aTalent_Navy_01_eOO1L6y.jpg,ZS505_aTalent_Navy_01_eOO1L6y.jpg;ZS505_bProduct_Navy_01_VMY0ke3.jpg;ZS505_bProduct_Navy_02_TaaFy4y.jpg;ZS505_bProduct_Charcoal_01_KtJKWK5.jpg;ZS505_bProduct_Charcoal_02_aCQAHMb.jpg;ZS505_bProduct_Khaki_02_3pjrNxa.jpg;ZS505_bProduct_Khaki_01_eO9gLuH.jpg;ZS505_bProduct_Black_01_YyxlJ14.jpg;ZS505_bProduct_Black_02_VFUUUqp.jpg,normal
ZS507,Black;Charcoal;Navy;Khaki,72;77;87;92;97;102;107;112;117;122;127;82;132,all;rugged cooling;shorts;modern fit;male;industrial;mix and match;pants and shorts;industrial-workwear;work-pants-and-shorts,Mens Rugged Cooling Short Short,"{'sizes': '72 - 132', 'fabric': '100% Square Weave Cotton Ripstop - 240 gsm', 'features': ['Mechanical stretch to give you more freedom of movement', 'Mobile phone pocket', None, 'Modern shorter fit']}","Sizes: 72 - 132; Fabric: 100% Square Weave Cotton Ripstop - 240 gsm; Features: Mechanical stretch to give you more freedom of movement,Mobile phone pocket,Modern shorter fit; ",ZS507_bProduct_Black_01_OR8N6v6.jpg,ZS507_bProduct_Black_01_OR8N6v6.jpg;ZS507_bProduct_Black_02_gdKRCoS.jpg;ZS507_bProduct_Charcoal_01_grANS40.jpg;ZS507_bProduct_Charcoal_02_EevMB7Q.jpg;ZS507_bProduct_Navy_01_5EL63el.jpg;ZS507_bProduct_Navy_02_6LedYgS.jpg;ZS507_bProduct_Khaki_01_XJyCvwe.jpg;ZS507_bProduct_Khaki_02_Z4WKCyn.jpg,normal
ZS550,Charcoal;Navy;Black;Khaki,72;77;82;87;92;97;102;107;112;117;132;122;127,streetworx;shorts;male;industrial;mix and match;pants and shorts;industrial-workwear;work-pants-and-shorts;collections;industrial-workwear;work-pants-and-shorts;separates,Mens Streetworx Tough Short,"{'sizes': '72 - 132', 'fabric': '65% Polyester 33% Cotton, 2% Spandex - 265 gsm', 'features': ['Our toughest short ever with 300% more tearing strength then traditional 280 gsm cotton drill', 'Stretch fabric for increased comfort and freedom of movement', 'Modern straight fit', 'Mobile phone pocket with Phone Guard Technology', 'Phone Guard uses heavy duty neoprene to protect your phone from knocks and bumps on site', '1 Large cargo pocket with rubber opening tab', 'Multi tool pocket with internal stretch webbing to store 3 tools', 'Crotch gusset with triple stitched seams for added strength', '1 Ruler pocket', '2 Pen partitions', '2 Back hip pockets', '2 Side waist pockets with wide openings', 'Waist Button with strong fabric attachment method', 'Large centre back belt loop']}","Sizes: 72 - 132; Fabric: 65% Polyester 33% Cotton, 2% Spandex - 265 gsm; Features: Our toughest short ever with 300% more tearing strength then traditional 280 gsm cotton drill,Stretch fabric for increased comfort and freedom of movement,Modern straight fit,Mobile phone pocket with Phone Guard Technology,Phone Guard uses heavy duty neoprene to protect your phone from knocks and bumps on site,1 Large cargo pocket with rubber opening tab,Multi tool pocket with internal stretch webbing to store 3 tools,Crotch gusset with triple stitched seams for added strength,1 Ruler pocket,2 Pen partitions,2 Back hip pockets,2 Side waist pockets with wide openings,Waist Button with strong fabric attachment method,Large centre back belt loop; ",ZS550_bProduct_Charcoal_01_zbvnBCa.jpg,ZS550_bProduct_Charcoal_01_zbvnBCa.jpg;ZS550_bProduct_Charcoal_02_70lDTSf.jpg;ZS550_bProduct_Navy_01_rJZga6F.jpg;ZS550_bProduct_Navy_02_r7bpHha.jpg;ZS550_bProduct_Black_01_2weGMAt.jpg;ZS550_bProduct_Black_02_ppSQWvm.jpg;ZS550_aTalent_Khaki_02_Ty96pif.jpg;ZS550_aTalent_Khaki_03_R3RTAsa.jpg;ZS550_aTalent_Khaki_01_NNkOmng.jpg;ZS550_bProduct_Khaki_01_qGmy0Er.jpg;ZS550_bProduct_Khaki_02_m0hPltP.jpg,normal
ZS605,Khaki;Navy;Black;Charcoal,102;107;112;132;72;77;82;87;92;97;127;117;122,rugged cooling;shorts;male;industrial;mix and match;pants and shorts;industrial-workwear;work-pants-and-shorts;separates,Mens Rugged Cooling Stretch Short,"{'sizes': '72R - 132R', 'fabric': '98% Cotton 2% Elastane Square Weave Cotton Ripstop - 240 gsm', 'features': ['Ripstop construction allows the fabric to be lightweight without compromising on durability', 'Stretch fabric provides unrestricted movement while at work', 'Modern straight fit', 'Crotch panel is triple stitched', 'Large cargo pocket with inverted box pleat for increased storage', 'Multi-tool pocket with internal stretch webbing to store three tools', 'Mobile phone, ruler and pen pockets', 'Two back hip pockets', 'Two side waist pockets with wide opening']}","Sizes: 72R - 132R; Fabric: 98% Cotton 2% Elastane Square Weave Cotton Ripstop - 240 gsm; Features: Ripstop construction allows the fabric to be lightweight without compromising on durability,Stretch fabric provides unrestricted movement while at work,Modern straight fit,Crotch panel is triple stitched,Large cargo pocket with inverted box pleat for increased storage,Multi-tool pocket with internal stretch webbing to store three tools,Mobile phone, ruler and pen pockets,Two back hip pockets,Two side waist pockets with wide opening; ",ZS605_aTalent_Khaki_01_aL7fQhU.jpg,ZS605_aTalent_Khaki_01_aL7fQhU.jpg;ZS605_aTalent_Khaki_02_Z1Uw5i4.jpg;ZS605_bProduct_Khaki_02_uc1Expo.jpg;ZS605_bProduct_Khaki_01_6fJG9JC.jpg;ZS605_bProduct_Navy_02_mUkMKUR.jpg;ZS605_bProduct_Navy_01_vs2g2CB.jpg;ZS605_bProduct_Black_02_ez2og3J.jpg;ZS605_bProduct_Black_01_BFSoGsG.jpg;ZS605_aTalent_Charcoal_01_bCfVTrO.jpg;ZS605_aTalent_Charcoal_02_qQmmoah.jpg;ZS605_aTalent_Charcoal_03_47nw56n.jpg;ZS605_bProduct_Charcoal_01_obE93F5.jpg;ZS605_bProduct_Charcoal_02_Im7j1QJ.jpg,normal
ZS607,Khaki;Navy;Black,102;107;112;117;122;72;77;82;87;92;97,rugged cooling;shorts;male;separates;shorts;industrial-workwear;work-pants-and-shorts;industrial;mix and match;pants and shorts,Mens Rugged Cooling Stretch Short Short,"{'sizes': '77R – 122R', 'fabric': ['98% Cotton 2% Elastane Square Weave Cotton Ripstop – 240 gsm'], 'features': ['Square weave cotton fabric is extremely breathable to keep you cool.', 'Ripstop constructions allows the fabric to be lightweight without compromising on durability.', 'Stretch fabric provides unrestricted movement while at work.', 'Elasticated waist for comfort.', 'Short length.', 'Crotch is triple stitched for increased durability.', 'Mobile phone pocket with flap closure.', 'Ruler pocket.', 'Pen pocket.', 'Two back hip pockets.', 'Two side waist pockets.', 'Contrast trim on back pockets and pocket flag.']}","Sizes: 77R  122R; Fabric: 98% Cotton 2% Elastane Square Weave Cotton Ripstop  240 gsm; Features: Square weave cotton fabric is extremely breathable to keep you cool.,Ripstop constructions allows the fabric to be lightweight without compromising on durability.,Stretch fabric provides unrestricted movement while at work.,Elasticated waist for comfort.,Short length.,Crotch is triple stitched for increased durability.,Mobile phone pocket with flap closure.,Ruler pocket.,Pen pocket.,Two back hip pockets.,Two side waist pockets.,Contrast trim on back pockets and pocket flag.; ",ZS607_bProduct_Khaki_01_izL2H1K.jpg,ZS607_bProduct_Khaki_01_izL2H1K.jpg;ZS607_bProduct_Khaki_02_LThmShi.jpg;ZS607_aTalent_Navy_07_PZ4Nkv1.jpg;ZS607_aTalent_Navy_01_EgQ9KI5.jpg;ZS607_aTalent_Navy_02_JcjxbpK.jpg;ZS607_aTalent_Navy_03_ADMOOIC.jpg;ZS607_aTalent_Navy_04_aDOVM31.jpg;ZS607_aTalent_Navy_05_QCRwX2C.jpg;ZS607_aTalent_Navy_06_qBuiE94.jpg;ZS607_bProduct_Navy_01_LQWHxuA.jpg;ZS607_bProduct_Navy_02_g5cdSui.jpg;ZS607_bProduct_Black_01_9AukIN0.jpg;ZS607_bProduct_Black_02_pZrXbww.jpg,normal
ZS704,Charcoal;Black;Khaki;Navy,8;10;12;16;18;20;14;4;6;22;24,rugged cooling;shorts;female;women;industrial;pants shorts;syzmik essentials;mix and match;pants and shorts,Womens Rugged Cooling Vented Short,"{'sizes': '4 - 24', 'fabric': '100% Square Weave Cotton Ripstop - 240 gsm', 'features': ['Back waist venting to maximise airflow and keep you cool', 'Mechanical stretch to give you more freedom of movement', 'Six multi-functional pockets so you have a place for everything', 'Mobile phone and ruler pocket', 'Reinforced at all key stress points with bar tacks', 'Plastic D hoop for ID or key ring', 'Modern female fit']}","Sizes: 4 - 24; Fabric: 100% Square Weave Cotton Ripstop - 240 gsm; Features: Back waist venting to maximise airflow and keep you cool,Mechanical stretch to give you more freedom of movement,Six multi-functional pockets so you have a place for everything,Mobile phone and ruler pocket,Reinforced at all key stress points with bar tacks,Plastic D hoop for ID or key ring,Modern female fit; ",ZS704_bProduct_Charcoal_01_LBSOlzV.jpg,ZS704_bProduct_Charcoal_01_LBSOlzV.jpg;ZS704_bProduct_Charcoal_02_FWwCsln.jpg;ZS704_bProduct_Black_01_9uYd7Id.jpg;ZS704_bProduct_Black_02_AYuHlMt.jpg;ZS704_bProduct_Khaki_01_E471C4E.jpg;ZS704_bProduct_Khaki_02_kiRAKKM.jpg;ZS704_aTalent_Navy_01_9B5srui.jpg;ZS704_aTalent_Navy_02_oA3PT7a.jpg;ZS704_bProduct_Navy_01_VGkx0Ey.jpg;ZS704_bProduct_Navy_02_xwZsna9.jpg,normal
